"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","AJB7ye","AJB7ye 2","doJOZc","W4Efsd 6","ah5Ghc","M4A5Cf","ah5Ghc 2","A1zNzb href","J8zHNe","bbPy1","M4A5Cf 2","ah5Ghc 3","Jn12ke src"
"https://www.google.com/maps/place/Domino%27s+Pizza+-+Kejayaan+Depok/data=!4m7!3m6!1s0x2e69eb9736921d3f:0xa4508900f851359a!8m2!3d-6.395846!4d106.8515609!16s%2Fg%2F11c5rsd2d6!19sChIJPx2SNpfraS4RmjVR-ACJUKQ?authuser=0&hl=id&rclk=1","Domino's Pizza - Kejayaan Depok","4,4","(1.943)","Pizza","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvC04c483V_oWR9YEUXCM_oNxBdIyYNnVBsXIwak_M87XQbj5Gdzu-_3LTpmxz7yoMXl9uLgGA54UmhRc2_c-pOrcXBfiJrULfbT2nfa2tocubFkwa7xzxugivLJuG3mAUU-xBMA=w122-h92-k-no","·","$$","","Kejayaan 4 Rt 002/026","""","","Pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNXJzZDJkNhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","nya enak dengan berbagai topping pilihan.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/PIZZA+BOXX/data=!4m7!3m6!1s0x2e69e9ea2143ea03:0xc3a6c50efa102931!8m2!3d-6.3947998!4d106.7954633!16s%2Fg%2F11sgs99bg3!19sChIJA-pDIerpaS4RMSkQ-g7FpsM?authuser=0&hl=id&rclk=1","PIZZA BOXX","4,2","(73)","Italia","·","JQ4W+35P, Jl. Raya Sawangan","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmzZgFlFtsr-ZdDyuv6pZiBJVq3ioMdhIPKbq8-cu19JYZaZl5P-BYokKHV083C-MWaIlg4WHYsiZXv2Vk0tt4p8IQUgQDwttKszSyOcHXM0eTXu5MSu1wf7xAB8HyvqdvH4pJ=w80-h106-k-no","·","Rp 25–50 rb","","","""pizzanya enak, tapi fetucini bumbunya kurang.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzZ3M5OWJnMxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/DOMINO%27S+PIZZA/data=!4m7!3m6!1s0x2e69eb004262df53:0x353a20a12be27b0b!8m2!3d-6.4026614!4d106.8820452!16s%2Fg%2F11z6vrc7j0!19sChIJU99iQgDraS4RC3viK6EgOjU?authuser=0&hl=id&rclk=1","DOMINO'S PIZZA","5,0","(1)","Pizza","·","HVWJ+WQX, Jl. Pekapuran","Buka","· Tutup pukul 23.59","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Ba%27ken+pizza+%26+cafe/data=!4m7!3m6!1s0x2e69ebdbf014a5d9:0x371e3ef1607bfd27!8m2!3d-6.444454!4d106.8360021!16s%2Fg%2F11gmfy8prs!19sChIJ2aUU8NvraS4RJ_17YPE-Hjc?authuser=0&hl=id&rclk=1","Ba'ken pizza & cafe","4,8","(240)","Pizza","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeWkDrHyoyJQdXFLE2cBEO1X1xcNf9IRXp66c6-5kJuQG07a7kv7j7H778-15NDlaGUJo9ewrzlxfGMRbErgsk0ecHuhQ2ksnvCG-EsCKNKhu9EFMEU5N4PoeiHx0YFgICRcG0=w80-h101-k-no","·","Rp 25–50 rb","","Jl. Kampung Bedahan No.23","""","","Pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnbWZ5OHBycxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","enak, kualitas premium, dan murah meriah.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/pizza+long+%28pilong%29/data=!4m7!3m6!1s0x2e69ed00775e18b3:0x39c5c1b9105e3c0c!8m2!3d-6.3655533!4d106.8682984!16s%2Fg%2F11ys2z1hbf!19sChIJsxhedwDtaS4RDDxeELnBxTk?authuser=0&hl=id&rclk=1","pizza long (pilong)","5,0","(1)","Pizza","·","JVH6+4XM","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOkmepTDiW2cR2ZX_u5d7_YP0lLCiEVgcLGZUDwp9zLixscsw52aH3KBO7wnssdcri7JXmcNaDCiXiFxZ5C-qdDaDAzvLuu1qL-NqpQorE6TncBblEBqmTIP5hoFifjszzBVaZPgX7AwcQ=w80-h106-k-no","","","","","Makan di tempat","·","Bawa pulang","","","","","",""
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e69ee5a8703c24f:0x17ef04792aa8896!8m2!3d-6.3336187!4d106.7829953!16s%2Fg%2F11f3jmsl3m!19sChIJT8IDh1ruaS4RloiqkkfwfgE?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,6","(4.071)","Pizza","·","Jl. Cinere Raya No.88","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHO_gJThvZG5af3hwPy5SG73tiS6SLgfSDxOQubhajagX5I4IHcxqewHRStRGtReihot3zI5-z7io1X1mlXOlJ-HfciJBifW5DKXbXnNQy52bMw6F78U-FJuvYsfy0Y30WnLsH1=w80-h106-k-no","·","$$","","Franchise piza dengan beragam pilihan","""service nya cepet dan pizzanya enak.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmM2ptc2wzbRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/PIZZA+BOXX+radar+auri/data=!4m7!3m6!1s0x2e69ed8ba85ac601:0x98c57e41dd5404b8!8m2!3d-6.3696111!4d106.8846254!16s%2Fg%2F11h_d77m5l!19sChIJAcZaqIvtaS4RuARU3UF-xZg?authuser=0&hl=id&rclk=1","PIZZA BOXX radar auri","4,6","(381)","Pizza","·","Jl. Radar Auri No.90 6, RT.5/RW.14","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwtdeu0VTYUptlKyGiJEg15jXmfdXyJVo5_b4Ugj_JwL5RlLOeI-8Nq4dSyUQLafy83NattFHukUyzeBzdTRQQrpxaNfaIkPMOPSD93FHUhQKQdUeSqaGndCLcEmzRgEknNrhc=w102-h92-k-no","·","Rp 25–50 rb","","","""Enak banget","","pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoX2Q3N201bBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","-nya ga kalah enak sama","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Bolosos+Pizza+Pasta+by+YBK/data=!4m7!3m6!1s0x2e69ed8a1412b363:0x9cbb8ea823959935!8m2!3d-6.3699696!4d106.8276707!16s%2Fg%2F11w226l2td!19sChIJY7MSFIrtaS4RNZmVI6iOu5w?authuser=0&hl=id&rclk=1","Bolosos Pizza Pasta by YBK","5,0","(7)","Pizza","·","Jl. Lingkar","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVzROsGwMtwItUoquPuRjUQsIWay1Sea5r_8jR2IHdiyImCwZvHVQ51yuXB7S1XHGyeufK24eJqunQB0GHzA6G_lw6wTn436A7aCdBiDMYfc_18XWJtn8hAO3xFH35bLVCSUtXvnz2s1C5=w80-h142-k-no","·","Rp 25–50 rb","","","""Makanan ny the best
Mudah dan terjangkau""","","","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e6a203fc2f881df:0x275bcb7897c04585!8m2!3d-6.3705354!4d106.8966548!16s%2Fg%2F1tf923jj!19sChIJ34H4wj8gai4RhUXAl3jLWyc?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,8","(2.899)","Pizza","·","·","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfLB8AfirWvLmc6C3AxK1KV2_jmibnI1ZzQAHkor4nVmdYBdXTX3ghoT2uVg_ZqtstGejmgcq8gwfNVNxL_vTd-Yo2ewkBJgEqQZGJ_wekLWoWlfhlT8Mx1489LN7ov33T6tb2=w80-h106-k-no","·","$$","","SPBU Terpadu Ciracas, Jalan Akses UI Jl. Buperta","""Selain","","pizza","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRmOTIzamoYADoDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",", menu pendampingnya juga enak dan disajikan dengan baik.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/LONGPAN+PIZZA/data=!4m7!3m6!1s0x2e69ebcb7eed4063:0x64b93ce5cf4ec184!8m2!3d-6.399052!4d106.8363376!16s%2Fg%2F11txnf16_f!19sChIJY0DtfsvraS4RhMFOz-U8uWQ?authuser=0&hl=id&rclk=1","LONGPAN PIZZA","4,4","(8)","Italia","·","Jl. Kemakmuran Raya No.115","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8GT-i537PxrAIDdO6ndml8oAQmdZsMf4_HOnyUOwj4KwOOjR7ecNuqI-0VqAkRPaCBySwNKdB-FWaz5poI1C8bnEEEPnbdG_IVeU5G-HjKY7IIxRgKyHHQTJtIkmOdgMGlFclmA=w80-h106-k-no","","","","","""Utk","","pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0eG5mMTZfZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","long meat nya enak.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Mom%27s+Pizza+%26+Blend+Margonda/data=!4m7!3m6!1s0x2e69ec0debb51c91:0x9a13fa6102b6e08!8m2!3d-6.3714631!4d106.8368048!16s%2Fg%2F1yglpdj57!19sChIJkRy16w3saS4RCG4rEKY_oQk?authuser=0&hl=id&rclk=1","Mom's Pizza & Blend Margonda","5,0","(3)","Pizza","·","Jl. Margonda Blok Karet No.27","Tutup","· Buka Sel pukul 09.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=neM-ANcnzbFg-tcsiRsHPg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=255.34872&pitch=0&thumbfov=100","","","","","Makan di tempat","·","Bawa pulang","","","","·","Pesan antar",""
"https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Parung+Bingung/data=!4m7!3m6!1s0x2e69e927ae785835:0x594518da8f568a0e!8m2!3d-6.394947!4d106.7731583!16s%2Fg%2F11c6zg038j!19sChIJNVh4rifpaS4RDopWj9oYRVk?authuser=0&hl=id&rclk=1","Pizza Hut Delivery - PHD Parung Bingung","4,6","(1.409)","Stan Pizza","·","Jl. Raya Muchtar No.9","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL3u8oc2OuP9ii5g3HSexdvE31btp7eTIufVFydZ2lRLH3Zc_ENOb_Tctt7YWFr5u-nJLrA81W3F9qovSnQBrG7r6dwm1VX_7WL9euBWD7Ein8kuEs-KGq20VyaGXAsh_wrT3DpuMqFHaM=w80-h119-k-no","·","$$","","Franchise piza dengan beragam pilihan","""","","Pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNnpnMDM4ahgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","nya sangat enak banget tempat sangat nyaman""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/PIZZA+BOXX/data=!4m7!3m6!1s0x2e69ef00127f4e33:0x97dbb6393c88f278!8m2!3d-6.367164!4d106.7746193!16s%2Fg%2F11v_2nkr2m!19sChIJM05_EgDvaS4RePKIPDm225c?authuser=0&hl=id&rclk=1","PIZZA BOXX","4,1","(54)","Italia","·","Jl. Limo Raya No.1A, RT.4/RW.2","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhqfTl2vyAwuCqlNxJmmde0g65tqDJ3SHeiAfIueI8t5hbdvDJb2M9_ol13ceI2MsZk_wIOzZQ9GpElAE_0We51cKDNELSjjLmkt4C7DQ5UVJJFIWNnaR0z6jfIHAxdZ2YEpMn=w80-h182-k-no","","","","","""Rasa pizzanya enak, pilihan menunya banyak.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2XzJua3IybRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e69ef28e0223043:0xf015dab4dbdcdd13!8m2!3d-6.3632393!4d106.8068947!16s%2Fg%2F11rh_2t0m0!19sChIJQzAi4CjvaS4RE93c27TaFfA?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,7","(1.011)","Pizza","·","Jl. Moch. Kahfi II No.24, RT.7/RW.3","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaRXTqmqca7sPmXq0V_MLAR5e1oIPh9pw-5F9e5kX8Ov7nEC9OaBqVmAAcrKdfkTXA9MM44npPkKxIdE5CFs8ePXiLNNFLh7YDtwAKGBNfsLSlc4e9LxVp6UQrmlH0nOBDc8A35A=w80-h142-k-no","·","$$","","Franchise piza dengan beragam pilihan","""seru bangettt bikin","","pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyaF8ydDBtMBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","dan balon""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Mom%27s+Pizza+%26+Blend+Akses+Ui/data=!4m7!3m6!1s0x2e69ec5c32b1af95:0x7a0e8a98ffeb1846!8m2!3d-6.3567721!4d106.8583666!16s%2Fg%2F1yglpdbz9!19sChIJla-xMlzsaS4RRhjr_5iKDno?authuser=0&hl=id&rclk=1","Mom's Pizza & Blend Akses Ui","","","Pizza","·","Jl. Akses UI No.33 4, RW.4","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHAc8MI03KEGyIB4Bb_dkKIODc-pYrfYfpLey4YVEpUeyqw1a0fc9BpuuH8ysjK3tCE6qAnYQJFf1nc3S0eX-VzCVKWwhijGdLfhZey0lRazxWoq4trQgkmzyy63wXowPrSxt84VtoyANv69Z6PPu0A1tVzYCtXzVgT8owXZN6FMlC6Pi66HhiQOfgs6npI_Y4lu4I=w122-h92-k-no","","","","","Makan di tempat","·","Bawa pulang","","","","·","Pesan antar",""
"https://www.google.com/maps/place/Kemang+Home+Pizza/data=!4m7!3m6!1s0x2e69ea348a323739:0x6fac7730160ab063!8m2!3d-6.423877!4d106.8367215!16s%2Fg%2F11c5sqdbqt!19sChIJOTcyijTqaS4RY7AKFjB3rG8?authuser=0&hl=id&rclk=1","Kemang Home Pizza","4,8","(36)","Pizza","·","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGD2n5qxr7oiN_q7v9FoP4V2zwskvRwvTz2gTPG6aP563yy8NK05cCeU5raXBqzpi4F47h-kW8aZI-Tj1LNuSlFfYzkK08vVAJZ2J22XcrLv4JoFlJ41LivgHuNAwYuVTc6M48QuQ=w122-h92-k-no","","","","Jl. Kemang Raya Perum Kemang Swatama No.12 Blok A3","""","","Pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNXNxZGJxdBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","yg ramah anak, gk pedes, lembut & ramah di kantong""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pizza+Hut+Restoran+-+The+Park+Sawangan/data=!4m7!3m6!1s0x2e69ef5da9198d23:0x34539250073c20b5!8m2!3d-6.3761127!4d106.7443631!16s%2Fg%2F11ft0kjf5m!19sChIJI40ZqV3vaS4RtSA8B1CSUzQ?authuser=0&hl=id&rclk=1","Pizza Hut Restoran - The Park Sawangan","4,8","(1.084)","Pizza","·","·","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAeuOxQXQ-9FGRKzhUDJvb2iZyKFVZPFb0SiOOsfO-hLOflNvBmYTj76XZ7GC1_YIboutxVVOFPG8GlzWsChj1V7i1ELAOWz2JBXKonx2XE4l-iXOuxPsxaIDacvS7rYjlcu3wvA=w80-h106-k-no","·","$$","","The Park Sawangan, Jl. Raya Parung - Ciputat No.1 Unit G-0210 & G-0230, RT.6/RW.004","""Topping, tekstur pizzanya dan hangat pizzanya pas bgt""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmdDBramY1bRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Richeese+Factory+Akses+UI/data=!4m7!3m6!1s0x2e69ed4fd329cfd3:0x6a2255c3b5f342e1!8m2!3d-6.3547158!4d106.8439199!16s%2Fg%2F11h2qtgq0q!19sChIJ088p00_taS4R4ULztcNVImo?authuser=0&hl=id&rclk=1","Richeese Factory Akses UI","4,3","(3.872)","Makanan Siap Saji","·","Jl. Akses UI Jl. Klp. Dua Raya No.48","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8JyAU0JuHM2Z4Y45Ap8tZoo4DXrl3F5Sy1AcuDZIe4vYt2VcjIokzIXPdKdtw-xS4xLRY1ypidQlS0YaeiKeHdOyFnYG-QzTSoCkZpTXurgw-HjSFl6ckUkI2vkcIr5YMZ6_P=w189-h92-k-no","·","Rp 25–50 rb","","","""⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMnF0Z3EwcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pizza+Boxx/data=!4m7!3m6!1s0x2e69ef4ad37081a3:0xd61241a3cffb69c7!8m2!3d-6.3564095!4d106.8099188!16s%2Fg%2F11h04g_bbg!19sChIJo4Fw00rvaS4Rx2n7z6NBEtY?authuser=0&hl=id&rclk=1","Pizza Boxx","4,5","(697)","Pizza","·","·","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfNH2H_qFQ3UftFJ-jlAbgXftMrjKPqgrWF1dXrpCFcwouRwm4kXl8U-xhcG-peC7nr5dx5LXKld8REti9NIkOLtuY-AB6QGNB7uPAEhmWYYQdD6LBqOmnMu7Jlo2DxA6-iBUS=w104-h92-k-no","","","","Jl. Moch. Kahfi II No.29 1, RT.1/RW.9","""Pizzanya enak, dari 10 utk Pondok","","Pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMDRnX2JiZxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ea_4adzEKpCeseMP0qjW6Aw&ei=Ea_4adzEKpCeseMP0qjW6Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",",","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/BREAD+JOHN+PIZZA+C.K,+Sawangan/data=!4m7!3m6!1s0x2e69e95acaab76ff:0xf593883e16388356!8m2!3d-6.3942984!4d106.7907009!16s%2Fg%2F11ygn538q4!19sChIJ_3arylrpaS4RVoM4Fj6Ik_U?authuser=0&hl=id&rclk=1","BREAD JOHN PIZZA C.K, Sawangan","4,7","(10)","Pizza","·","Jl. Raya Sawangan No.23, RT.004/RW.04","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnkvDQjP0pB9u1EesVDnNYENe6Hrbohlw9e_poCGr3_QUwEPZ3q_64L1v52TV68zPJJeHlWCTB36Z-IgJjzCXAHNIpnQkpWdYSYITitpDs9T4uoJBj9IP2_EDyFl0mAPe6e4MIzD-ttORq=w122-h92-k-no","","","","","""Kebabnya enak, pizzanya msh lumayan lah""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5Z241MzhxNBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GK_4afjUBOysseMPrs7k6AU&ei=GK_4afjUBOysseMPrs7k6AU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pizza+panjang+dan+panas+kelapa+2+RTM+depok/data=!4m7!3m6!1s0x2e69ed0077bb7369:0x1e615549582e08ce!8m2!3d-6.3557088!4d106.8426622!16s%2Fg%2F11yckkl8wr!19sChIJaXO7dwDtaS4RzgguWElVYR4?authuser=0&hl=id&rclk=1","Pizza panjang dan panas kelapa 2 RTM depok","5,0","(1)","Pizza","·","Alfamidi, Jl. Rtm","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NoAiHeFj2UInjtrvyVLuDw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=266.23218&pitch=0&thumbfov=100","","","","","Makan di tempat","·","Bawa pulang","","","","","",""
"https://www.google.com/maps/place/Pizza+ummi/data=!4m7!3m6!1s0x2e69ed4d108de90f:0x2d9b0f8b70650129!8m2!3d-6.3534414!4d106.8542144!16s%2Fg%2F11vdkmsl06!19sChIJD-mNEE3taS4RKQFlcIsPmy0?authuser=0&hl=id&rclk=1","Pizza ummi","5,0","(9)","Pizza","·","Jl. Bhakti 3, RT.2/rw6/RW.no.60","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSnFYxh74fnLidiRGNJNt9H2VNEnLPdGPST_QAf0U-GWz6Ya2ldwIl2l0WbGOQh-Ujoxwgp5vprd00_W6ulI_QXl6yp6Od7AcH4MY4ZEIByqFxD6kimRJw3lwX3yEOnQll58Ucfg=w80-h170-k-no","","","","","""Enak","","pizza","","","","","nya
Sekali nyoba ketagihan bkin mau lg dan lg""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
