"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","ah5Ghc 2","doJOZc","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7"
"https://www.google.com/maps/place/Percetakan+Murah+Bogor+%28IPB+Press%29/data=!4m7!3m6!1s0x2e69c5ccbd74e8ad:0xd2aff3be344f3319!8m2!3d-6.588248!4d106.8010468!16s%2Fg%2F11cn0m_4h5!19sChIJreh0vczFaS4RGTNPNL7zr9I?authuser=0&hl=id&rclk=1","Percetakan Murah Bogor (IPB Press)","4,8","(224)","Penerbit","·","RT.03/RW.03","0811-1230-434","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih dan adem, kualitas buku yang di cetak juga bagus""","","","·","Tutup","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Fotocopy+N.S/data=!4m7!3m6!1s0x2e69c54a6bb0cedf:0xdd9aa9354ea7526c!8m2!3d-6.5910733!4d106.7819468!16s%2Fg%2F11l27shw5v!19sChIJ386wa0rFaS4RbFKnTjWpmt0?authuser=0&hl=id&rclk=1","Fotocopy N.S","5,0","(23)","Toko Fotokopi","·","Jl. Ledeng Sindangsari, RT.03/RW.10","0864-1243-8989","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rapih,cepat,,Bagus hasilnya""","","","·","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Bejo+Foto+Copy/data=!4m7!3m6!1s0x2e69c449f601dccf:0x402cbf4dc870cbac!8m2!3d-6.5821285!4d106.7930597!16s%2Fg%2F11bz_4mllq!19sChIJz9wB9knEaS4RrMtwyE2_LEA?authuser=0&hl=id&rclk=1","Bejo Foto Copy","4,1","(17)","Toko Fotokopi","·","6, Jl. Re. Martadinata No.22, RT.01/RW.06","0813-1097-9086","","Rute","","","","","·","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Fotocopy+%26+Print+hijrah/data=!4m7!3m6!1s0x2e69c44d6cb99e27:0x5cc09ba1215d0990!8m2!3d-6.585957!4d106.78386!16s%2Fg%2F11gbz372tm!19sChIJJ565bE3EaS4RkAldIaGbwFw?authuser=0&hl=id&rclk=1","Fotocopy & Print hijrah","4,7","(30)","Printer Digital","·","·","0877-7000-0523","","Rute","","Layanan di tempat","Janji temu online","","Jl. Manunggal No.41, RT.01/RW.03","Tutup","· Buka Sel pukul 06.15","·"
"https://www.google.com/maps/place/LAKU+Print+and+Co./data=!4m7!3m6!1s0x2e69c503f6e068a9:0xa81df17c7cb5a2d7!8m2!3d-6.5735478!4d106.7696359!16s%2Fg%2F11kclzw9ll!19sChIJqWjg9gPFaS4R16K1fHzxHag?authuser=0&hl=id&rclk=1","LAKU Print and Co.","4,7","(48)","Layanan cetak digital","·","Ruko BCP ( Bogor Center Point) Ruko, Jl. Cilendek No.25, RT.02/RW.08","0818-0817-2718","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""selalu dibantu dengan masalah desain dan packaging.""","","","·","Tutup","· Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/Lia+Fotocopy/data=!4m7!3m6!1s0x2e69c59c4f971627:0x79c8045fdc876804!8m2!3d-6.5699066!4d106.7953611!16s%2Fg%2F11gxxtysfv!19sChIJJxaXT5zFaS4RBGiH3F8EyHk?authuser=0&hl=id&rclk=1","Lia Fotocopy","4,8","(18)","Toko Fotokopi","·","Jl. Kb. Pedes 1 No.46, RT.04/RW.02","0813-6311-6241","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil","fotokopi","","·","Segera tutup","· 21.00 · Buka Sel pukul 06.30",""
"https://www.google.com/maps/place/SAPAR+fotocopy/data=!4m7!3m6!1s0x2e69c50067ee4e35:0x284ca76b63b03e6a!8m2!3d-6.5696204!4d106.7468407!16s%2Fg%2F11vs9594qs!19sChIJNU7uZwDFaS4Raj6wY2unTCg?authuser=0&hl=id&rclk=1","SAPAR fotocopy","3,0","(2)","Toko Fotokopi","·","RT.03/RW.01","0823-5151-9568","","Rute","","","","","·","Buka","· Tutup pukul 22.30",""
"https://www.google.com/maps/place/Emen+fotocopy+5/data=!4m7!3m6!1s0x2e69c557b4518599:0x714637b192299e32!8m2!3d-6.5986682!4d106.8133123!16s%2Fg%2F11h7s0ldxq!19sChIJmYVRtFfFaS4RMp4pkrE3RnE?authuser=0&hl=id&rclk=1","Emen fotocopy 5","4,5","(2)","Toko Fotokopi","·","RT.02/RW.06","0856-9979-997","","Rute","","","","","·","Buka","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/SAE+Xpress/data=!4m7!3m6!1s0x2e69c52290f00b21:0x151bd6d02c1d9e30!8m2!3d-6.5941928!4d106.7776249!16s%2Fg%2F11rf4gl04f!19sChIJIQvwkCLFaS4RMJ4dLNDWGxU?authuser=0&hl=id&rclk=1","SAE Xpress","4,7","(360)","Layanan cetak digital","·","Jl. Raya Gn. Batu No.57 A, RT.04/RW.12","0813-1234-2384","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat puas dengan pelayanan, hasil cetak & tempat nya nyaman bersih.""","","","·","Buka","· Tutup pukul 00.00",""
"https://www.google.com/maps/place/NS+Emens+Pusat+Fotocopy+Print+%26+Cell/data=!4m7!3m6!1s0x2e69c53e644d6f59:0x193d020ab55854d1!8m2!3d-6.601149!4d106.8137716!16s%2Fg%2F11sf833zcl!19sChIJWW9NZD7FaS4R0VRYtQoCPRk?authuser=0&hl=id&rclk=1","NS Emens Pusat Fotocopy Print & Cell","5,0","(38)","Toko Percetakan","·","·","0815-7434-5545","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap bikin kalender 300 gk mengecewakan hasilnya 🤪🙏🏼🙏🏼""","","","Jl. Ciheuleut, RT.04/RW.09","Buka 24 jam","","·"
"https://www.google.com/maps/place/FOTOCOPY+SUBHANALLAH+99/data=!4m7!3m6!1s0x2e69c5190d9a1305:0xde5afcab0a100dcf!8m2!3d-6.5524064!4d106.7332984!16s%2Fg%2F11rr3ltxyy!19sChIJBROaDRnFaS4Rzw0QCqv8Wt4?authuser=0&hl=id&rclk=1","FOTOCOPY SUBHANALLAH 99","5,0","(3)","Toko Buku","·","Jl. Cangkurawok Kampus dalam IPB No.17, RT.04/RW.04","0881-0257-39821","","Rute","","","","","·","Tutup","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Cipta+Printing+%26+Fotocopy/data=!4m7!3m6!1s0x2e69c52cc1d36afd:0xfaf89f075675d3a1!8m2!3d-6.5588274!4d106.7322296!16s%2Fg%2F11fhrz2jf0!19sChIJ_WrTwSzFaS4RodN1Vgef-Po?authuser=0&hl=id&rclk=1","Cipta Printing & Fotocopy","","","Toko Fotokopi","·","Jl. Babakan Tengah No.15","0856-9164-7832","","Rute","","","","","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Fotocopy/data=!4m7!3m6!1s0x2e69c459378949c3:0xeb96b169e04ef987!8m2!3d-6.5731125!4d106.7749281!16s%2Fg%2F11d_wzt41h!19sChIJw0mJN1nEaS4Rh_lO4Gmxlus?authuser=0&hl=id&rclk=1","Fotocopy","4,3","(3)","Toko Fotokopi","·","Jl. Cilendek Timur Blok Istiqomah No.7, RT.01/RW.02","","","Rute","","","","","","Tutup","· Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/CSP+Store+Bogor+%28Print,Fotocopy,+Alat+Tulis,Lampu+LED,dll%29/data=!4m7!3m6!1s0x2e69c5e207b44087:0x95bea19787966cfe!8m2!3d-6.6098346!4d106.8059841!16s%2Fg%2F11h5pn_610!19sChIJh0C0B-LFaS4R_myWh5ehvpU?authuser=0&hl=id&rclk=1","CSP Store Bogor (Print,Fotocopy, Alat Tulis,Lampu LED,dll)","4,8","(12)","Toko Fotokopi","·","·","0821-2078-2233","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kalo fotocopi disini enak bisa sambil wifi'an.""","","","Jl. Siliwangi Blok, Jl. Gardu Tinggi No.34, RT.05/RW.07","Buka","· Tutup pukul 23.00","·"
"https://www.google.com/maps/place/Fajar+Copy+%26+Print/data=!4m7!3m6!1s0x2e69c6a1de0448fb:0xd2220736829599de!8m2!3d-6.5654673!4d106.8222954!16s%2Fg%2F11g9r2_ttw!19sChIJ-0gE3qHGaS4R3pmVgjYHItI?authuser=0&hl=id&rclk=1","Fajar Copy & Print","5,0","(2)","Toko Fotokopi","·","Jl. Pangeran Sogiri No.76, RT.02/RW.11","","","Rute","","Layanan di tempat","","","","Tutup","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Fotocopy+Ridho/data=!4m7!3m6!1s0x2e69c5abcb2020ff:0x5d011932f36eb631!8m2!3d-6.5871218!4d106.7841968!16s%2Fg%2F11bc7t5td0!19sChIJ_yAgy6vFaS4RMbZu8zIZAV0?authuser=0&hl=id&rclk=1","Fotocopy Ridho","4,4","(9)","Toko Fotokopi","·","Jl. DR. Sumeru No.74, RT.01/RW.12","0852-8295-0099","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bisa","fotocopy","","·","Segera tutup","· 21.00 · Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Hayo+Print/data=!4m7!3m6!1s0x2e69c449f6653fcb:0xa08866087a2c1bb1!8m2!3d-6.5819317!4d106.7930069!16s%2Fg%2F11bzrjgzm_!19sChIJyz9l9knEaS4RsRsseghmiKA?authuser=0&hl=id&rclk=1","Hayo Print","4,8","(27)","Layanan cetak digital","·","·","0817-9038-633","","Rute","","Layanan di tempat","Janji temu online","","Jl. Re. Martadinata No.22A, RT.5/RW.6","Tutup","· Buka Sel pukul 09.00","·"
"https://www.google.com/maps/place/Mahameru+Copy+%2F+Print/data=!4m7!3m6!1s0x2e69c6a1dd52c007:0x860511b5428dbdbc!8m2!3d-6.5655561!4d106.8222994!16s%2Fg%2F11bc7t77mq!19sChIJB8BS3aHGaS4RvL2NQrURBYY?authuser=0&hl=id&rclk=1","Mahameru Copy / Print","4,7","(6)","Toko Fotokopi","·","Jl. Pangeran Sogiri No.280, RT.02/RW.11","0856-9277-8828","","Rute","","","","","·","Tutup","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Emen+Foto+Copy+%26+Digital+Printing/data=!4m7!3m6!1s0x2e69c5be09f79cfb:0xbe4c17b6c901e457!8m2!3d-6.598829!4d106.810715!16s%2Fg%2F11fnwdbwj6!19sChIJ-5z3Cb7FaS4RV-QBybYXTL4?authuser=0&hl=id&rclk=1","Emen Foto Copy & Digital Printing","5,0","(2)","Toko Fotokopi","·","Jl. Baranangsiang III No.40, RT.04/RW.08","0813-9873-3382","","Rute","","","","","·","Buka","· Tutup pukul 22.00",""
"https://www.google.com/maps/place/SIP+Print/data=!4m7!3m6!1s0x2e69c52d70f40411:0xb02166ac137d964c!8m2!3d-6.587208!4d106.7718544!16s%2Fg%2F11vrcg3_l_!19sChIJEQT0cC3FaS4RTJZ9E6xmIbA?authuser=0&hl=id&rclk=1","SIP Print","4,8","(113)","Layanan cetak digital","·","Jl. Mayjend Ishak Djuarsa Ruko No.8, RT.03/RW.01","0812-1888-6295","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sesuai ekspetasi, admin fast respond + murah""","","","·","Buka","· Tutup pukul 22.00",""
"https://www.google.com/maps/place/FOTOKOPI+NABILA/data=!4m7!3m6!1s0x2e69c529c26dc139:0x89c3f0b395a63d04!8m2!3d-6.5651407!4d106.7663898!16s%2Fg%2F11h_vtbqr6!19sChIJOcFtwinFaS4RBD2mlbPww4k?authuser=0&hl=id&rclk=1","FOTOKOPI NABILA","5,0","(1)","Toko Fotokopi","·","Jl. Cijahe No.80-81, RT.01/RW.01","0813-1240-1969","","Rute","","","","","·","Tutup","· Buka Sel pukul 06.00",""
"https://www.google.com/maps/place/Fotocopy+R3+Cell/data=!4m7!3m6!1s0x2e69c5b139451c53:0x25f83741a3ad5777!8m2!3d-6.6120594!4d106.8098649!16s%2Fg%2F11hk9mz8sn!19sChIJUxxFObHFaS4Rd1eto0E3-CU?authuser=0&hl=id&rclk=1","Fotocopy R3 Cell","4,9","(87)","Toko Alat Tulis","·","Jl. Sukamulya No.44, RT.03/RW.03","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotokopi+","print","","","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/PrimaGraphia+Bogor/data=!4m7!3m6!1s0x2e69c59aa0705e53:0xd4cd04ba38bfc739!8m2!3d-6.5828276!4d106.7690323!16s%2Fg%2F11jcmz1nj8!19sChIJU15woJrFaS4ROce_OLoEzdQ?authuser=0&hl=id&rclk=1","PrimaGraphia Bogor","4,6","(604)","Layanan cetak digital","·","Jl. Sindang Barang Pengkolan, RT.01/RW.04","(0251) 8397888","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kemarin saya","print","","·","Buka","· Tutup pukul 22.00",""
"https://www.google.com/maps/place/Sinar+Fotocopy+%26+percetakan/data=!4m7!3m6!1s0x2e69c5dc7808ce29:0x306eec9d2c5ce791!8m2!3d-6.5589274!4d106.7349604!16s%2Fg%2F11y1zjyb26!19sChIJKc4IeNzFaS4RkedcLJ3sbjA?authuser=0&hl=id&rclk=1","Sinar Fotocopy & percetakan","","","Toko Percetakan","·","CPRM+CXG, Jl. Babakan Tengah, RT.01/RW.09","","","Rute","","","","","","","",""
"https://www.google.com/maps/place/FOTOCOPY+PHOENIX77/data=!4m7!3m6!1s0x2e69c521891217d5:0xcf962a034998fd41!8m2!3d-6.5686923!4d106.766022!16s%2Fg%2F11xtlqjzg0!19sChIJ1RcSiSHFaS4RQf2YSQMqls8?authuser=0&hl=id&rclk=1","FOTOCOPY PHOENIX77","4,2","(5)","Toko Fotokopi","·","Jl. Cemplang Baru Tim. No.7, RT.: 01/RW.:","0813-9832-4336","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tokonya buka 24 jam Sangat Membantu sekali & Tempatnya Rapih👍🏻""","","","·","Buka 24 jam","",""
"https://www.google.com/maps/place/Adinda+Fotokopi/data=!4m7!3m6!1s0x2e69c5b7afbaab59:0xc762245f91c31a01!8m2!3d-6.6110881!4d106.7999827!16s%2Fg%2F11fhtyb5k4!19sChIJWau6r7fFaS4RARrDkV8kYsc?authuser=0&hl=id&rclk=1","Adinda Fotokopi","5,0","(1)","Toko Fotokopi","·","Jl. Pahlawan No.85, RT.01/RW.17","0821-2580-3941","","Rute","","","","","·","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Gesindo+Digital+Print+Service/data=!4m7!3m6!1s0x2e69c488fea62e99:0x238253db7fe20c7d!8m2!3d-6.560081!4d106.767249!16s%2Fg%2F11cp7gq8lg!19sChIJmS6m_ojEaS4RfQzif9tTgiM?authuser=0&hl=id&rclk=1","Gesindo Digital Print Service","4,3","(158)","Industri Percetakan","·","·","(0251) 7592054","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""layanan premium dari gesindo sangat membantu sekali karena bisa ditunggu.""","","","RUKO TAMAN YASMIN SEKTOR VI NO.138, JL. KHR ABD BIN M NUH, BOGOR BARAT, RT.04/RW.09","Tutup","· Buka Sel pukul 08.30","·"
"https://www.google.com/maps/place/Fotokopi/data=!4m7!3m6!1s0x2e69c7ad06cbea53:0x1cd2af8c0674a2be!8m2!3d-6.6253893!4d106.822602!16s%2Fg%2F11gycwfty7!19sChIJU-rLBq3HaS4RvqJ0Boyv0hw?authuser=0&hl=id&rclk=1","Fotokopi","5,0","(5)","Toko Fotokopi","·","Jl. Pesantren No.41, RT.01/RW.02","0858-8229-8525","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yang nyaman dan pelayanan yang baik
terimakasih""","","","·","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Wa-Print+Gg.+Emad+Cikaret/data=!4m7!3m6!1s0x2e69c5628a79db37:0x42630249caac7786!8m2!3d-6.613674!4d106.7855019!16s%2Fg%2F11j7jhl02_!19sChIJN9t5imLFaS4RhnesykkCY0I?authuser=0&hl=id&rclk=1","Wa-Print Gg. Emad Cikaret","5,0","(1)","Toko Fotokopi","·","Jl. Kapten Yusuf Gg. Emad No.47, RT.03/RW.05","0857-8200-0003","","Rute","","","","","·","Buka 24 jam","",""
"https://www.google.com/maps/place/Faqih+Fotocopy/data=!4m7!3m6!1s0x2e69c5fcc6b4ded7:0x660eac7486c59ecd!8m2!3d-6.5536921!4d106.7993868!16s%2Fg%2F11hdnzxl0g!19sChIJ1960xvzFaS4RzZ7FhnSsDmY?authuser=0&hl=id&rclk=1","Faqih Fotocopy","5,0","(4)","Toko Fotokopi","·","Jl. H. Ahmad Yunus No.3, RT.01/RW.04","0857-1724-3024","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah banget ya""","","","·","Segera tutup","· 21.00 · Buka Sel pukul 06.00",""
"https://www.google.com/maps/place/Ankidz+Bogor+Pakuan,+Print+Jilid,+Edit,+Jurnal/data=!4m7!3m6!1s0x2e69c5d99aad795d:0x95ecf733e64db595!8m2!3d-6.598895!4d106.813001!16s%2Fg%2F11hctg1b36!19sChIJXXmtmtnFaS4RlbVN5jP37JU?authuser=0&hl=id&rclk=1","Ankidz Bogor Pakuan, Print Jilid, Edit, Jurnal","5,0","(251)","Toko Percetakan","·","·","0857-7577-5109","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengerjaan cepat, harga murah, kualitas oke""","","","Jl. Pakuan Utara, RT.01/RW.06","Tutup","· Buka Sel pukul 07.00","·"
"https://www.google.com/maps/place/FOTOCOPY+DAN+PRINT+SRIWIJAYA+BOGOR/data=!4m7!3m6!1s0x2e69c9667c4bc309:0x9dc7fad81573f0e6!8m2!3d-6.6283451!4d106.8233173!16s%2Fg%2F11n0mk775x!19sChIJCcNLfGbJaS4R5vBzFdj6x50?authuser=0&hl=id&rclk=1","FOTOCOPY DAN PRINT SRIWIJAYA BOGOR","3,8","(4)","Toko Fotokopi","·","Jl. Raya Tajur No.40, RT.001/RW.004","0831-5581-2241","","Situs Web","","Layanan di tempat","","","·","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Yasmin+Fotocopy/data=!4m7!3m6!1s0x2e69c489056036cd:0x2616f0f51b83db0a!8m2!3d-6.5602971!4d106.7669488!16s%2Fg%2F11b6d4cy66!19sChIJzTZgBYnEaS4RCtuDG_XwFiY?authuser=0&hl=id&rclk=1","Yasmin Fotocopy","4,0","(7)","Toko Fotokopi","·","Ruko Taman Yasmin Sektor VI Jl. KH. R. Abdullah Bin Nuh No.162, RT.04/RW.09","(0251) 7537577","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bisa","fotocopy","","","","",""
"https://www.google.com/maps/place/CCC+Foto+Copy+Center/data=!4m7!3m6!1s0x2e69c5dac2a43289:0x61bd613e9836338!8m2!3d-6.5989741!4d106.8074875!16s%2Fg%2F11f1vpnf1s!19sChIJiTKkwtrFaS4ROGOD6RPWGwY?authuser=0&hl=id&rclk=1","CCC Foto Copy Center","5,0","(6)","Toko Fotokopi","·","CR24+CX9, Jl. Taman Malabar, RT.03/RW.05","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya strategis deket kampus, pelayanan ramah dan cepat.""","","","","","",""
"https://www.google.com/maps/place/Fotokopi+Rayata/data=!4m7!3m6!1s0x2e69c5f3b9cec6e5:0x8610c44125247709!8m2!3d-6.6213489!4d106.7986985!16s%2Fg%2F11f03r3brp!19sChIJ5cbOufPFaS4RCXckJUHEEIY?authuser=0&hl=id&rclk=1","Fotokopi Rayata","4,8","(8)","Toko Fotokopi","·","Jl. Rangga Mekar, RT.01/RW.09","0877-2277-6595","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cetak stiker buat miniatur bis""","","","·","Tutup","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Dahara+Foto+Copy/data=!4m7!3m6!1s0x2e69c67c30d40a9f:0x1d8aac4b6087e157!8m2!3d-6.5891722!4d106.8247408!16s%2Fg%2F11cmdnh5bd!19sChIJnwrUMHzGaS4RV-GHYEusih0?authuser=0&hl=id&rclk=1","Dahara Foto Copy","4,1","(8)","Toko Fotokopi","·","Jl. Tumenggung Wiradireja No.107, RT.04/RW.08","0812-6161-3930","","Rute","","","","","·","Buka","· Tutup pukul 22.00",""
"https://www.google.com/maps/place/FOTOCOPY+PUTRI+KEMBAR/data=!4m7!3m6!1s0x2e69c53ff45c5905:0x83cb631bc70db01e!8m2!3d-6.5487959!4d106.7802364!16s%2Fg%2F11lq1jthnv!19sChIJBVlc9D_FaS4RHrANxxtjy4M?authuser=0&hl=id&rclk=1","FOTOCOPY PUTRI KEMBAR","4,9","(7)","Toko Fotokopi","·","FQ2J+F3Q, Jl. Ikan Hias, RT.02/RW.09","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Photo","copy","","","Segera tutup","· 21.00 · Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Sinar+Sentral+Fotocopy+Merdeka/data=!4m7!3m6!1s0x2e69c5f9b5aae7cd:0x6732c41b3ea6734!8m2!3d-6.5891729!4d106.7876645!16s%2Fg%2F11s0zs3300!19sChIJzeeqtfnFaS4RNGfqs0EscwY?authuser=0&hl=id&rclk=1","Sinar Sentral Fotocopy Merdeka","5,0","(4)","Toko Alat Tulis Kantor","·","Jl. Merdeka No.63, RT.05/RW.05","0895-3274-28335","","Rute","","","","","·","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Percetakan+Terdekat/data=!4m7!3m6!1s0x2e69c533a7796d1f:0x3ecb880c14865e29!8m2!3d-6.5882069!4d106.8010893!16s%2Fg%2F11r8x7svvb!19sChIJH215pzPFaS4RKV6GFAyIyz4?authuser=0&hl=id&rclk=1","Percetakan Terdekat","4,7","(17)","Toko Percetakan","·","·","0821-1006-8081","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat memuaskan dan sangat membantu""","","","Jl. Taman Kencana, RT.03/RW.03","Tutup","· Buka Sel pukul 08.00","·"
"https://www.google.com/maps/place/Hafiz+Fotocopy+Printing/data=!4m7!3m6!1s0x2e69c5a45f488893:0xc0b8ac2733878f97!8m2!3d-6.5786424!4d106.7676104!16s%2Fg%2F11g1lrw0_8!19sChIJk4hIX6TFaS4Rl4-HMyesuMA?authuser=0&hl=id&rclk=1","Hafiz Fotocopy Printing","5,0","(2)","Toko Percetakan","·","RT.01/RW.04","0898-5004-322","","Rute","","Pesan antar","","","·","Segera tutup","· 21.00 · Buka Sel pukul 06.30",""
"https://www.google.com/maps/place/Anugrah+Fotocopy/data=!4m7!3m6!1s0x2e69c6839c47a691:0xd035a9e303bb4652!8m2!3d-6.5784863!4d106.8225621!16s%2Fg%2F11c2kgtsh5!19sChIJkaZHnIPGaS4RUka7A-OpNdA?authuser=0&hl=id&rclk=1","Anugrah Fotocopy","4,6","(9)","Toko Fotokopi","·","Jl. Pangeran Sogiri Sebelah Dokter Gigi No.115, RT.02/RW.04","0895-3440-99099","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baik , ramah dan murah2 atk nya .""","","","·","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Dede+Print/data=!4m7!3m6!1s0x2e69c5a4f8c5f9b3:0x6b182e779f375179!8m2!3d-6.5961862!4d106.7801497!16s%2Fg%2F11bzrgp1bg!19sChIJs_nF-KTFaS4ReVE3n3cuGGs?authuser=0&hl=id&rclk=1","Dede Print","4,4","(88)","Pemasok peralatan percetakan","·","·","0898-8868-754","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recomended buat cetak undangan dll""","","","Jl. Raya Gn. Batu No.46, RT.05/RW.02","Tutup","· Buka Sel pukul 08.00","·"
"https://www.google.com/maps/place/Nats+Studio+And+Lab/data=!4m7!3m6!1s0x2e69c5fcc3eae95b:0x3f31fa587644bd03!8m2!3d-6.618583!4d106.8138148!16s%2Fg%2F1jkwlwmd2!19sChIJW-nqw_zFaS4RA71Edlj6MT8?authuser=0&hl=id&rclk=1","Nats Studio And Lab","4,7","(302)","Lab Foto","·","·","(0251) 8319010","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Keren Nihh Pelayanan nya, jarang banget nanya2 doang dijawab dengan baik""","","","Jl. Sukasari II No.11A, RT.07/RW.02","Tutup","· Buka Sel pukul 09.00","·"
"https://www.google.com/maps/place/Fotocopy+GI/data=!4m7!3m6!1s0x2e69c580cb488849:0xc4188e3df8584677!8m2!3d-6.5917311!4d106.7967005!16s%2Fg%2F11gxtj3t53!19sChIJSYhIy4DFaS4Rd0ZY-D2OGMQ?authuser=0&hl=id&rclk=1","Fotocopy GI","5,0","(1)","Toko","·","Jl. Pengadilan No.28, RT.05/RW.03","","","Rute","","","","","","Tutup","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Fotocopy+Aisyah/data=!4m7!3m6!1s0x2e69c7a02689ff49:0x42405e412709c75d!8m2!3d-6.5641797!4d106.8273405!16s%2Fg%2F11h1mdtp_h!19sChIJSf-JJqDHaS4RXccJJ0FeQEI?authuser=0&hl=id&rclk=1","Fotocopy Aisyah","4,0","(2)","Toko Fotokopi","·","CRPG+8WG, RT.01/RW.04","0813-8504-7532","","Rute","","","","","·","Segera tutup","· 21.30 · Buka Sel pukul 06.00",""
"https://www.google.com/maps/place/Print+Kita+Digital+Printing/data=!4m7!3m6!1s0x2e69c5289ca429a7:0x855b49cd116ba4ec!8m2!3d-6.5941248!4d106.7925761!16s%2Fg%2F11h4xjdtsq!19sChIJpymknCjFaS4R7KRrEc1JW4U?authuser=0&hl=id&rclk=1","Print Kita Digital Printing","5,0","(175)","Toko Percetakan","·","Jl. Gedong Sawah No.1, RT.02/RW.01","0818-0607-6161","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantapp, fast respon pengerjaan cepat hasilnya memuaskan recomended!!!""","","","·","Tutup","· Buka Sel pukul 08.30",""
"https://www.google.com/maps/place/Niaga+Digital+Print/data=!4m7!3m6!1s0x2e69c5b61bf5fe4b:0x640ec17b5dfe31fe!8m2!3d-6.5941712!4d106.7926539!16s%2Fg%2F11c5zl0h3k!19sChIJS_71G7bFaS4R_jH-XXvBDmQ?authuser=0&hl=id&rclk=1","Niaga Digital Print","4,5","(31)","Printer Digital","·","Jl. Gedong Sawah Ruko No.2, RT.02/RW.01","0852-8118-0355","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perumahan kami langganan bikin banner, poster dll di sini.""","","","·","Tutup","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Firli+Foto+Copy/data=!4m7!3m6!1s0x2e69c5f25e56f517:0xcf17bc843bc89ff!8m2!3d-6.5461943!4d106.8101505!16s%2Fg%2F11mhnqhttp!19sChIJF_VWXvLFaS4R_4m8Q8h78Qw?authuser=0&hl=id&rclk=1","Firli Foto Copy","2,5","(2)","Toko Fotokopi","·","FR36+G3C, RT.01/RW.11","0823-6402-0620","","Rute","","","","","·","Buka","· Tutup pukul 22.00",""
