"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc"
"https://www.google.com/maps/place/Apotek+Villa+Duta/data=!4m7!3m6!1s0x2e69c5e162ca4231:0x2ceb8666846147ef!8m2!3d-6.6121777!4d106.8141003!16s%2Fg%2F1hm5y1t7t!19sChIJMULKYuHFaS4R70dhhGaG6yw?authuser=0&hl=id&rclk=1","Apotek Villa Duta","3,5","(215)","Apotek","·","·","Segera tutup","· 21.00 · Buka Sel pukul 06.30","Jl. Pajajaran Indah No.4, RT.06/RW.13","(0251) 8362805","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mutu obat nya baik n harga terjangkau murah"""
"https://www.google.com/maps/place/Apotek+Eksa+Sehat+Farma/data=!4m7!3m6!1s0x2e69dd72d63c2d95:0x5e77b24952e62587!8m2!3d-6.5415709!4d106.718363!16s%2Fg%2F11f6370whh!19sChIJlS081nLdaS4RhyXmUkmyd14?authuser=0&hl=id&rclk=1","Apotek Eksa Sehat Farma","4,6","(24)","Apotek","·","jl raya atang sanjaya rt 002 rw 01 kp","Segera tutup","· 21.00 · Buka Sel pukul 07.00","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan ramah, baik, dan harga obatnya sangat terjangkau"""
"https://www.google.com/maps/place/Kimia+Farma+Semplak+Bogor/data=!4m7!3m6!1s0x2e69c5435411eecb:0x19d8533b4147c261!8m2!3d-6.5595331!4d106.7626456!16s%2Fg%2F11fkr33ztx!19sChIJy-4RVEPFaS4RYcJHQTtT2Bk?authuser=0&hl=id&rclk=1","Kimia Farma Semplak Bogor","4,3","(47)","Apotek","·","Jl. Raya Semplak No.224, RT.004/RW.001","Buka","· Tutup pukul 22.00","·","0813-8024-6991","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tmpt parkir luas
Pelayanan ramah
Harga terjangkau
Obat asli"""
"https://www.google.com/maps/place/Apotik+Balay+Kambang/data=!4m7!3m6!1s0x2e69c5fa2e39966b:0x6b7d7f8011695d3d!8m2!3d-6.6222751!4d106.808613!16s%2Fg%2F1hm2l840b!19sChIJa5Y5LvrFaS4RPV1pEYB_fWs?authuser=0&hl=id&rclk=1","Apotik Balay Kambang","5,0","(21)","Apotek","·","·","Tutup","· Buka Sel pukul 08.00","Jl. Batu Tulis No.115, RT.03/RW.02","(0251) 8349323","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok obatnya, harga obat harga paten atau generik sesuai permintaan."""
"https://www.google.com/maps/place/Apotek+MisoprostoI+Husada+Bogor/data=!4m7!3m6!1s0x2e69c57c20b33db5:0xb3f7e9f91c028dad!8m2!3d-6.5901828!4d106.7934071!16s%2Fg%2F11z0vmnt9j!19sChIJtT2zIHzFaS4RrY0CHPnp97M?authuser=0&hl=id&rclk=1","Apotek MisoprostoI Husada Bogor","","","Apotek","·","Jl. Cibalok No.4, RT.02/RW.02","Buka 24 jam","","·","0831-1592-0682","","","Rute","","","",""
"https://www.google.com/maps/place/Apotek+Kimia+Farma+-+Kebon+Pedes/data=!4m7!3m6!1s0x2e69c43dfbac2b61:0xfedcb0f81615501!8m2!3d-6.566514!4d106.800944!16s%2Fg%2F1tl6nvhg!19sChIJYSus-z3EaS4RAVVhgQ_L7Q8?authuser=0&hl=id&rclk=1","Apotek Kimia Farma - Kebon Pedes","4,0","(266)","Apotek","·","Jl. Kb. Pedes No.45, RT.07/RW.03","Buka","· Tutup pukul 22.00","·","0812-9721-1173","http://kimiafarmaapotek.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak banget min apoteknya nyaman plus ada kakak magangnya ganteng-ganteng"""
"https://www.google.com/maps/place/Apotek+Mazaya+Bogor/data=!4m7!3m6!1s0x2e69c75270cfe957:0x9e6cd6940f869d64!8m2!3d-6.5546466!4d106.8243649!16s%2Fg%2F11mtn2b9md!19sChIJV-nPcFLHaS4RZJ2GD5TWbJ4?authuser=0&hl=id&rclk=1","Apotek Mazaya Bogor","4,9","(76)","Apotek","·","Pangeran Sogiri, Ruko Hollywood Blok C No. 8, RT.01/RW.02","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·","0821-5711-4610","https://instagram.com/apotekmazaya","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... dan bersih, pokoknya recommended banget ke"
"https://www.google.com/maps/place/Apotek+K-24+Cilendek+Bogor/data=!4m7!3m6!1s0x2e69c5806fe8ffe5:0x87f6fc4c38d1be29!8m2!3d-6.5707821!4d106.7677308!16s%2Fg%2F11xrkb5t3y!19sChIJ5f_ob4DFaS4RKb7ROEz89oc?authuser=0&hl=id&rclk=1","Apotek K-24 Cilendek Bogor","5,0","(245)","Apotek","·","Jl. Brigjen Saptadji Hadiprawira No.20, RT.02/RW.07","Buka 24 jam","","·","0811-8801-8351","https://www.apotek-k24.com/location/detail/1108/K-24-CILENDEK","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya super super lengkap dan pelayanannya ramah✨✨✨✨♥️♥️♥️"""
"https://www.google.com/maps/place/APOTEK+DELTA+YASMIN/data=!4m7!3m6!1s0x2e69c5f1709c2cb5:0x116e2b16f651154a!8m2!3d-6.560648!4d106.76653!16s%2Fg%2F11j5t4y4br!19sChIJtSyccPHFaS4RShVR9hYrbhE?authuser=0&hl=id&rclk=1","APOTEK DELTA YASMIN","4,1","(9)","Apotek","·","Jl. KH. R. Abdullah Bin Nuh No.170, RT.05/RW.09 RT.05, RT.05/RW.09","Segera tutup","· 21.30 · Buka Sel pukul 07.00","·","0812-9504-0283","https://www.tokopedia.com/apotekdeltayasmin","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beli obat² ini dengan harga yg lebih terjangkau dibanding"
"https://www.google.com/maps/place/Apotek+Berkah+AKF/data=!4m7!3m6!1s0x2e69dbb01de0faa1:0xb78e2475545f63ea!8m2!3d-6.5545067!4d106.6964809!16s%2Fg%2F11rkl700_4!19sChIJofrgHbDbaS4R6mNfVHUkjrc?authuser=0&hl=id&rclk=1","Apotek Berkah AKF","4,9","(11)","Apotek","·","Jl. Wr. Borong, RT.2/RW.2","Buka","· Tutup pukul 21.55","·","0812-1888-8550","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semoga kalian sehat' dan panjang usahanya ."""
"https://www.google.com/maps/place/Apotek+Desma/data=!4m7!3m6!1s0x2e69c58168bd44eb:0x6d9add0000a2b7d0!8m2!3d-6.6049008!4d106.7920235!16s%2Fg%2F11n6rt2hth!19sChIJ60S9aIHFaS4R0LeiAADdmm0?authuser=0&hl=id&rclk=1","Apotek Desma","4,8","(10)","Apotek","·","Jl. Aria Suriawinata No.12E, RT.01/RW.07","Segera tutup","· 21.00 · Buka Sel pukul 07.30","·","0857-7676-6323","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hello aku suka sama"
"https://www.google.com/maps/place/Apotek+Wynetta/data=!4m7!3m6!1s0x2e69c3344f9ba6a3:0x8ad4ebdd4e48005b!8m2!3d-6.5299999!4d106.8115985!16s%2Fg%2F11lry87h6m!19sChIJo6abTzTDaS4RWwBITt3r1Io?authuser=0&hl=id&rclk=1","Apotek Wynetta","4,9","(22)","Apotek","·","Villa Bogor Indah No.6","Tutup","· Buka Sel pukul 08.00","·","0812-8181-6664","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat mudah ditemukan, pelayanan ny baik dan ga jutek"""
"https://www.google.com/maps/place/Apotik+Mirah+Pengadilan/data=!4m7!3m6!1s0x2e69c5ca3446d76d:0x543b2e032269252a!8m2!3d-6.591413!4d106.7960935!16s%2Fg%2F1hm4wbp_7!19sChIJbddGNMrFaS4RKiVpIgMuO1Q?authuser=0&hl=id&rclk=1","Apotik Mirah Pengadilan","3,3","(98)","Apotek","·","·","Segera tutup","· 21.00 · Buka Sel pukul 06.30","Jl. Pengadilan No.23D, RT.05/RW.03","(0251) 8338636","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga obat nya terjangkau,karyawan nya rama rama"""
"https://www.google.com/maps/place/Apotek+Afiat+Binarum+%28Kebon+Pedes%29/data=!4m7!3m6!1s0x2e69c5b41ad9a37b:0xd0107612061fad1d!8m2!3d-6.5666025!4d106.8011118!16s%2Fg%2F11k48mt9rp!19sChIJe6PZGrTFaS4RHa0fBhJ2ENA?authuser=0&hl=id&rclk=1","Apotek Afiat Binarum (Kebon Pedes)","4,3","(12)","Apotek","·","Jl. Kebon Pedes No.44B RT.001/004, RT.04/RW.03","Buka","· Tutup pukul 22.00","·","0877-8018-3242","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya bersih murah dan pelayanannya baik, langganan banget"""
"https://www.google.com/maps/place/Apotek+Bubulak/data=!4m7!3m6!1s0x2e69c447de5b0521:0xb0b95fe9517b20d2!8m2!3d-6.5769265!4d106.7925416!16s%2Fg%2F11cs4ytjps!19sChIJIQVb3kfEaS4R0iB7UelfubA?authuser=0&hl=id&rclk=1","Apotek Bubulak","3,7","(19)","Apotek","·","·","","","Jl. Bubulak No.91, RT.01/RW.13","(0251) 8320877","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Obat si kumplit tapi pelayanan nyaa super duperr jutek bangett iwwww"""
"https://www.google.com/maps/place/Apotek+Shakila+Farma+3/data=!4m7!3m6!1s0x2e69c4fa8d8f45a5:0x6095d200c3645b86!8m2!3d-6.5791828!4d106.7611494!16s%2Fg%2F11cjhygdnp!19sChIJpUWPjfrEaS4RhltkwwDSlWA?authuser=0&hl=id&rclk=1","Apotek Shakila Farma 3","4,9","(7)","Apotek","·","Blk. N-O Jl. Sirnasari II No.20, RT.01/RW.09","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·","(0251) 8333893","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Puas mencetak di tempat ini, hasil bagus dan cepat harganya terjangkau"""
"https://www.google.com/maps/place/Apotek+sinar+lasma/data=!4m7!3m6!1s0x2e69dbd808ca4ca7:0x3132e84a9364ab17!8m2!3d-6.5958302!4d106.6528313!16s%2Fg%2F11hfr4byyd!19sChIJp0zKCNjbaS4RF6tkk0roMjE?authuser=0&hl=id&rclk=1","Apotek sinar lasma","4,9","(7)","Apotek","·","Jl. KH. Abdul Hamid kp bntar karet No.Rt 004 no 47","Segera tutup","· 21.00 · Buka Sel pukul 07.00","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih playananya baik dan ramah obatnya juga komplit banget"""
"https://www.google.com/maps/place/Apotek+Utama+Ciomas/data=!4m7!3m6!1s0x2e69c5749edee2b1:0x7e0fd2bcf6f31500!8m2!3d-6.6024958!4d106.7676687!16s%2Fg%2F1hm3vd9sz!19sChIJseLennTFaS4RABXz9rzSD34?authuser=0&hl=id&rclk=1","Apotek Utama Ciomas","3,6","(158)","Apotek","·","·","Buka","· Tutup pukul 22.00","Jl. Raya Ciomas No.352","0812-8813-5625","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah dibandingkan"
"https://www.google.com/maps/place/Apotik+Century+Botani+Square/data=!4m7!3m6!1s0x2e69c5db65eed565:0xea51522afa90bee1!8m2!3d-6.6014576!4d106.8074348!16s%2Fg%2F11f0kzr49d!19sChIJZdXuZdvFaS4R4b6Q-ipSUeo?authuser=0&hl=id&rclk=1","Apotik Century Botani Square","4,1","(32)","Apotek","·","Botani Square Lt. Dasar No.52, Jl. Raya Pajajaran No.1, RT.04/RW.05","Buka","· Tutup pukul 22.00","·","(0251) 8400745","http://www.century-pharma.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya terbaik dan obat obatannya lengkap, konsul juga  ramah"""
"https://www.google.com/maps/place/Apotek+Delta+Pahlawan/data=!4m7!3m6!1s0x2e69c551066835f1:0xa6f14a73f54fa812!8m2!3d-6.6088086!4d106.797513!16s%2Fg%2F11fkbqrzgw!19sChIJ8TVoBlHFaS4REqhP9XNK8aY?authuser=0&hl=id&rclk=1","Apotek Delta Pahlawan","4,1","(14)","Apotek","·","Jl. Pahlawan No.35a, RT.01/RW.10","Segera tutup","· 21.30 · Buka Sel pukul 07.00","·","(0251) 8572348","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus, harganya murahh banget, langganan disini"""
"https://www.google.com/maps/place/Apotek+Syafaa+Farma/data=!4m7!3m6!1s0x2e69c581db5eb937:0xa347dbb370a40fb8!8m2!3d-6.5700666!4d106.7556125!16s%2Fg%2F11v48rlg9m!19sChIJN7le24HFaS4RuA-kcLPbR6M?authuser=0&hl=id&rclk=1","Apotek Syafaa Farma","5,0","(4)","Apotek","·","Jalan Raya Cifor No. 246, Ruko No.1, RT.04/RW.08","Tutup","· Buka Sel pukul 08.00","·","0812-2553-5599","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terima kasihh atas pelayanan nya 🙏🙏🙏"""
"https://www.google.com/maps/place/Apotek+Kimia+Farma+Cibanteng/data=!4m7!3m6!1s0x2e69dbe1000e7a3d:0x292ea661baf42b0f!8m2!3d-6.559451!4d106.712915!16s%2Fg%2F11gxw0c343!19sChIJPXoOAOHbaS4RDyv0umGmLik?authuser=0&hl=id&rclk=1","Apotek Kimia Farma Cibanteng","4,0","(69)","Apotek","·","Jl. Raya Cibanteng No.131","Buka","· Tutup pukul 22.00","·","0855-1190-454","http://kimiafarmaapotek.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat bersih, nyaman, pelayanan sangat memuaskan, rekomendasi bgt 👍"""
"https://www.google.com/maps/place/apotek+cikaret+hijau/data=!4m7!3m6!1s0x2e69c59412aa0959:0x4ce910b8dca78039!8m2!3d-6.6125077!4d106.7897823!16s%2Fg%2F11c2kvdk5p!19sChIJWQmqEpTFaS4ROYCn3LgQ6Uw?authuser=0&hl=id&rclk=1","apotek cikaret hijau","4,4","(22)","Apotek","·","Jl. Kapten No.12, RT.01/RW.01","Segera tutup","· 21.00 · Buka Sel pukul 06.30","·","(0251) 8417929","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah,pelayanannya baik"",lengkap obat'an.nya."
"https://www.google.com/maps/place/Apotek+Asia/data=!4m7!3m6!1s0x2e69c5fc10544229:0xd029d02ae32f8d95!8m2!3d-6.5597552!4d106.7675917!16s%2Fg%2F1hm483s70!19sChIJKUJUEPzFaS4RlY0v4yrQKdA?authuser=0&hl=id&rclk=1","Apotek Asia","4,5","(24)","Apotek","·","Ruko Taman Yasmin Sektor VI No.2628, RT.04/RW.09","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·","0895-6223-0439","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya bersih, pelayannya juga ramah"""
"https://www.google.com/maps/place/Apotek+Taman+Sari/data=!4m7!3m6!1s0x2e69c380ee51c68f:0x5b8b3e11215cd2c0!8m2!3d-6.5450949!4d106.7744751!16s%2Fg%2F1pzqk_cyd!19sChIJj8ZR7oDDaS4RwNJcIRE-i1s?authuser=0&hl=id&rclk=1","Apotek Taman Sari","4,2","(19)","Apotek","·","Ruko, Perumahan Taman Sari Persada Jl. Sholeh Iskandar No.KM. 5 Blok A No. 9, RT.02/RW.15","Buka","· Tutup pukul 22.00","·","0823-1760-0778","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""top mantap is the besttt!!!"""
"https://www.google.com/maps/place/Apotik+Eka+Farma/data=!4m7!3m6!1s0x2e69c455358a232f:0x475f2460ddb089b3!8m2!3d-6.5864806!4d106.771892!16s%2Fg%2F11cs6dw6v_!19sChIJLyOKNVXEaS4Rs4mw3WAkX0c?authuser=0&hl=id&rclk=1","Apotik Eka Farma","4,0","(10)","Apotek","·","Jl. Mayjend Ishak Djuarsa No.190, RT.02/RW.11","Buka","· Tutup pukul 22.00","·","(0251) 4295346","","","Rute","","","","Pesan antar"
"https://www.google.com/maps/place/Apotek+Prima+Medika/data=!4m7!3m6!1s0x2e69db4c88d2d0d5:0x894bd5635560e1d!8m2!3d-6.5679305!4d106.6709788!16s%2Fg%2F11f62g0g0v!19sChIJ1dDSiEzbaS4RHQ5WNVa9lAg?authuser=0&hl=id&rclk=1","Apotek Prima Medika","5,0","(3)","Apotek","·","CMJC+R9H","Segera tutup","· 21.00 · Buka Sel pukul 07.00","","","","","Rute","","","",""
"https://www.google.com/maps/place/Apotik+Pangestu/data=!4m7!3m6!1s0x2e69c5e4e972f30f:0xe3fa476a11b5d6a0!8m2!3d-6.6186688!4d106.8124567!16s%2Fg%2F1hd_g5835!19sChIJD_Ny6eTFaS4RoNa1EWpH-uM?authuser=0&hl=id&rclk=1","Apotik Pangestu","4,8","(37)","Apotek","·","Jl. Siliwangi No.118, RT.03/RW.01","Tutup","· Buka Sel pukul 08.30","·","0812-1967-4103","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... sukses selalu utk"
"https://www.google.com/maps/place/Apotek+Elgama/data=!4m7!3m6!1s0x2e69c50fdb849343:0x1aa6c622548fee9!8m2!3d-6.6009701!4d106.7598108!16s%2Fg%2F1hm3947sz!19sChIJQ5OE2w_FaS4R6f5IJWJsqgE?authuser=0&hl=id&rclk=1","Apotek Elgama","4,1","(68)","Apotek","·","Jl. Raya Ciomas Kreteg","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","(0251) 8631964","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah pelayanannya , lengkap juga obatnya murah-murah lagiii☺️👍🏻"""
"https://www.google.com/maps/place/Apotek+Yasmin+Raya/data=!4m7!3m6!1s0x2e69c462408899c3:0x9f8e40070126605d!8m2!3d-6.5589492!4d106.77212!16s%2Fg%2F1pztp08zs!19sChIJw5mIQGLEaS4RXWAmAQdAjp8?authuser=0&hl=id&rclk=1","Apotek Yasmin Raya","3,5","(29)","Apotek","·","·","Tutup","· Buka Sel pukul 08.00","Jl. Yasmin Raya No.6, RT.10/RW.08","(0251) 8324215","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasi arah jalan keluar perum Yasmin"""
"https://www.google.com/maps/place/Apotek+Mandiri/data=!4m7!3m6!1s0x2e69c53cc4ca3645:0x7dad878f2068f2b4!8m2!3d-6.5829053!4d106.8195766!16s%2Fg%2F11j4gvx25x!19sChIJRTbKxDzFaS4RtPJoII-HrX0?authuser=0&hl=id&rclk=1","Apotek Mandiri","5,0","(11)","Apotek","·","CR89+RRP Seberang Puskesmas, Jl. Raden Kan'an, RT.07/RW.04","Buka","· Tutup pukul 22.00","·","0887-2739-822","https://www.apotek-k24.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""""
"https://www.google.com/maps/place/APOTIK+KEBON+KEMBANG/data=!4m7!3m6!1s0x2e69c5b5df81f9e9:0x4d62e4e6aa06bc76!8m2!3d-6.5939929!4d106.7910844!16s%2Fg%2F11dzzzy0r2!19sChIJ6fmB37XFaS4RdrwGqubkYk0?authuser=0&hl=id&rclk=1","APOTIK KEBON KEMBANG","4,5","(22)","Apotek","·","Jl. Dewi Sartika No.42, RT.04/RW.06","Tutup","· Buka Sel pukul 08.00","·","(0251) 8324455","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Info pindah kmna ya"
"https://www.google.com/maps/place/APOTEK+ESA+FARMA/data=!4m7!3m6!1s0x2e69db9d3aa50b41:0x253914c665eac137!8m2!3d-6.5742678!4d106.6654515!16s%2Fg%2F11sc24ggcg!19sChIJQQulOp3baS4RN8HqZcYUOSU?authuser=0&hl=id&rclk=1","APOTEK ESA FARMA","5,0","(7)","Apotek","·","Jl. Raya Cibungbulang No.Km 18, RT.002/RW.005","Segera tutup","· 21.00 · Buka Sel pukul 07.30","·","0812-8602-4442","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Aptokek terkumplit dan murah harga bersaing"""
"https://www.google.com/maps/place/Apotek+Tara+Farma/data=!4m7!3m6!1s0x2e69c583057df2d3:0x940418f252a11c9d!8m2!3d-6.590909!4d106.7936749!16s%2Fg%2F11j112sk67!19sChIJ0_J9BYPFaS4RnRyhUvIYBJQ?authuser=0&hl=id&rclk=1","Apotek Tara Farma","4,8","(28)","Apotek","·","Gg. Baru No.5, RT.04/RW.03","Tutup","· Buka Sel pukul 08.00","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat membeli obat obatan di daerah bogor"""
"https://www.google.com/maps/place/Apotek+Arrati/data=!4m7!3m6!1s0x2e69c5a4dddbc3af:0xbde149ed68893df4!8m2!3d-6.6009795!4d106.7808624!16s%2Fg%2F1hm1x8q8v!19sChIJr8Pb3aTFaS4R9D2JaO1J4b0?authuser=0&hl=id&rclk=1","Apotek Arrati","4,2","(11)","Apotek","·","9QXJ+J85, Jl. Cibalagung, RT.01/RW.02","Tutup","· Buka Sel pukul 08.00","·","(0251) 8632760","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beberapa ratus ribu rupiah saja sudah cukup untuk membeli produk tersebut"""
"https://www.google.com/maps/place/Apotek+Mulia+Pandu+Raya/data=!4m7!3m6!1s0x2e69c5d5eddbb187:0x3eb183c0aa18f417!8m2!3d-6.5905926!4d106.8170203!16s%2Fg%2F1hm2vbmhl!19sChIJh7Hb7dXFaS4RF_QYqsCDsT4?authuser=0&hl=id&rclk=1","Apotek Mulia Pandu Raya","4,5","(90)","Apotek","·","·","Buka","· Tutup pukul 22.00","Jl. Pandu Raya No.148, RT.04/RW.16","(0251) 8334386","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""obat lengkap, berkualitas, pelayanannya sangat baik, saya sukaa❤️"""
